CATEGORIA,SUBCATEGORIA,Ano,Producao,Comercio
DERIVADOS,Vinho leve,2011.0,0.0,
DERIVADOS,Vinho licoroso,2011.0,0.0,
DERIVADOS,Brandy,2011.0,0.0,
DERIVADOS,Destilado,2011.0,0.0,
DERIVADOS,Bagaceira,2011.0,0.0,
DERIVADOS,Licor de bagaceira,2011.0,0.0,
DERIVADOS,Vinagre,2011.0,0.0,
DERIVADOS,Borra líquida,2011.0,0.0,
DERIVADOS,Borra seca,2011.0,0.0,
DERIVADOS,Vinho Composto,2011.0,0.0,
DERIVADOS,Pisco,2011.0,0.0,
DERIVADOS,Vinho orgânico,2011.0,5600.0,
DERIVADOS,Espumante orgânico,2011.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2011.0,0.0,
DERIVADOS,Vinho acidificado,2011.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2011.0,0.0,
DERIVADOS,Outros derivados,2011.0,0.0,
VINHO DE MESA,VINHO DE MESA,2012.0,212777037.0,206969571.0
VINHO DE MESA,Tinto,2012.0,175875432.0,173964776.0
VINHO DE MESA,Branco,2012.0,34938249.0,31266661.0
VINHO DE MESA,Rosado,2012.0,1963356.0,1738134.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2012.0,45200730.0,
VINHO FINO DE MESA,Tinto,2012.0,24027589.0,
VINHO FINO DE MESA,Branco,2012.0,20647238.0,
VINHO FINO DE MESA,Rosado,2012.0,525903.0,
SUCO,SUCO,2012.0,70066732.0,
SUCO,Suco de uva integral,2012.0,31908829.0,
SUCO,Suco de uva concentrado,2012.0,37624855.0,
SUCO,Suco de uva adoçado,2012.0,533048.0,
SUCO,Suco de uva orgânico,2012.0,0.0,
SUCO,Suco de uva reconstituído,2012.0,0.0,
DERIVADOS,DERIVADOS,2012.0,100757101.0,
DERIVADOS,Espumante,2012.0,17200.0,
DERIVADOS,Espumante moscatel,2012.0,139775.0,
DERIVADOS,Base espumante,2012.0,0.0,
DERIVADOS,Base espumante moscatel,2012.0,2798908.0,
DERIVADOS,Base Champenoise champanha,2012.0,369278.0,
DERIVADOS,Base Charmat champanha,2012.0,479625.0,
DERIVADOS,Bebida de uva,2012.0,0.0,
DERIVADOS,Polpa de uva,2012.0,2797665.0,
DERIVADOS,Mosto simples,2012.0,93341575.0,
DERIVADOS,Mosto concentrado,2012.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2012.0,0.0,
DERIVADOS,Mosto dessulfitado,2012.0,0.0,
DERIVADOS,Mistelas,2012.0,200.0,
DERIVADOS,Néctar de uva,2012.0,0.0,
DERIVADOS,Licorosos,2012.0,26775.0,
DERIVADOS,Compostos,2012.0,7600.0,
DERIVADOS,Jeropiga,2012.0,0.0,
DERIVADOS,Filtrado,2012.0,0.0,
DERIVADOS,Frisante,2012.0,778500.0,
DERIVADOS,Vinho leve,2012.0,0.0,
DERIVADOS,Vinho licoroso,2012.0,0.0,
DERIVADOS,Brandy,2012.0,0.0,
DERIVADOS,Destilado,2012.0,0.0,
DERIVADOS,Bagaceira,2012.0,0.0,
DERIVADOS,Licor de bagaceira,2012.0,0.0,
DERIVADOS,Vinagre,2012.0,0.0,
DERIVADOS,Borra líquida,2012.0,0.0,
DERIVADOS,Borra seca,2012.0,0.0,
DERIVADOS,Vinho Composto,2012.0,0.0,
DERIVADOS,Pisco,2012.0,0.0,
DERIVADOS,Vinho orgânico,2012.0,0.0,
DERIVADOS,Espumante orgânico,2012.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2012.0,0.0,
DERIVADOS,Vinho acidificado,2012.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2012.0,0.0,
DERIVADOS,Outros derivados,2012.0,0.0,
VINHO DE MESA,VINHO DE MESA,2013.0,196904222.0,221590810.0
VINHO DE MESA,Tinto,2013.0,163111797.0,188033494.0
VINHO DE MESA,Branco,2013.0,32066403.0,31779668.0
VINHO DE MESA,Rosado,2013.0,1726022.0,1777648.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2013.0,45782530.0,
VINHO FINO DE MESA,Tinto,2013.0,23156458.0,
VINHO FINO DE MESA,Branco,2013.0,21906349.0,
VINHO FINO DE MESA,Rosado,2013.0,719723.0,
SUCO,SUCO,2013.0,64879790.0,
SUCO,Suco de uva integral,2013.0,33673396.0,
SUCO,Suco de uva concentrado,2013.0,31206394.0,
SUCO,Suco de uva adoçado,2013.0,0.0,
SUCO,Suco de uva orgânico,2013.0,0.0,
SUCO,Suco de uva reconstituído,2013.0,0.0,
DERIVADOS,DERIVADOS,2013.0,64072127.0,
DERIVADOS,Espumante,2013.0,30275.0,
DERIVADOS,Espumante moscatel,2013.0,159781.0,
DERIVADOS,Base espumante,2013.0,0.0,
DERIVADOS,Base espumante moscatel,2013.0,1470700.0,
DERIVADOS,Base Champenoise champanha,2013.0,359617.0,
DERIVADOS,Base Charmat champanha,2013.0,624728.0,
DERIVADOS,Bebida de uva,2013.0,4260.0,
DERIVADOS,Polpa de uva,2013.0,1742152.0,
DERIVADOS,Mosto simples,2013.0,58517506.0,
DERIVADOS,Mosto concentrado,2013.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2013.0,0.0,
DERIVADOS,Mosto dessulfitado,2013.0,0.0,
DERIVADOS,Mistelas,2013.0,2500.0,
DERIVADOS,Néctar de uva,2013.0,10000.0,
DERIVADOS,Licorosos,2013.0,0.0,
DERIVADOS,Compostos,2013.0,0.0,
DERIVADOS,Jeropiga,2013.0,0.0,
DERIVADOS,Filtrado,2013.0,0.0,
DERIVADOS,Frisante,2013.0,1009000.0,
DERIVADOS,Vinho leve,2013.0,0.0,
DERIVADOS,Vinho licoroso,2013.0,100.0,
DERIVADOS,Brandy,2013.0,0.0,
DERIVADOS,Destilado,2013.0,0.0,
DERIVADOS,Bagaceira,2013.0,0.0,
DERIVADOS,Licor de bagaceira,2013.0,0.0,
DERIVADOS,Vinagre,2013.0,0.0,
DERIVADOS,Borra líquida,2013.0,63111.0,
DERIVADOS,Borra seca,2013.0,78397.0,
DERIVADOS,Vinho Composto,2013.0,0.0,
DERIVADOS,Pisco,2013.0,0.0,
DERIVADOS,Vinho orgânico,2013.0,0.0,
DERIVADOS,Espumante orgânico,2013.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2013.0,0.0,
DERIVADOS,Vinho acidificado,2013.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2013.0,0.0,
DERIVADOS,Outros derivados,2013.0,0.0,
VINHO DE MESA,VINHO DE MESA,2014.0,196173123.0,206404427.0
VINHO DE MESA,Tinto,2014.0,157776363.0,178250072.0
VINHO DE MESA,Branco,2014.0,37438069.0,26734500.0
VINHO DE MESA,Rosado,2014.0,958691.0,1419855.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2014.0,38464314.0,
VINHO FINO DE MESA,Tinto,2014.0,17208996.0,
VINHO FINO DE MESA,Branco,2014.0,20054804.0,
VINHO FINO DE MESA,Rosado,2014.0,1200514.0,
SUCO,SUCO,2014.0,76723537.0,
SUCO,Suco de uva integral,2014.0,43331223.0,
SUCO,Suco de uva concentrado,2014.0,33392314.0,
SUCO,Suco de uva adoçado,2014.0,0.0,
SUCO,Suco de uva orgânico,2014.0,0.0,
SUCO,Suco de uva reconstituído,2014.0,0.0,
DERIVADOS,DERIVADOS,2014.0,62907281.0,
DERIVADOS,Espumante,2014.0,2700.0,
DERIVADOS,Espumante moscatel,2014.0,100000.0,
DERIVADOS,Base espumante,2014.0,0.0,
DERIVADOS,Base espumante moscatel,2014.0,1808044.0,
DERIVADOS,Base Champenoise champanha,2014.0,234725.0,
DERIVADOS,Base Charmat champanha,2014.0,376968.0,
DERIVADOS,Bebida de uva,2014.0,3860.0,
DERIVADOS,Polpa de uva,2014.0,2484000.0,
DERIVADOS,Mosto simples,2014.0,57582195.0,
DERIVADOS,Mosto concentrado,2014.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2014.0,0.0,
DERIVADOS,Mosto dessulfitado,2014.0,0.0,
DERIVADOS,Mistelas,2014.0,1000.0,
DERIVADOS,Néctar de uva,2014.0,1140.0,
DERIVADOS,Licorosos,2014.0,0.0,
DERIVADOS,Compostos,2014.0,0.0,
DERIVADOS,Jeropiga,2014.0,0.0,
DERIVADOS,Filtrado,2014.0,0.0,
DERIVADOS,Frisante,2014.0,26069.0,
DERIVADOS,Vinho leve,2014.0,0.0,
DERIVADOS,Vinho licoroso,2014.0,36000.0,
DERIVADOS,Brandy,2014.0,0.0,
DERIVADOS,Destilado,2014.0,0.0,
DERIVADOS,Bagaceira,2014.0,0.0,
DERIVADOS,Licor de bagaceira,2014.0,0.0,
DERIVADOS,Vinagre,2014.0,53776.0,
DERIVADOS,Borra líquida,2014.0,50954.0,
DERIVADOS,Borra seca,2014.0,142850.0,
DERIVADOS,Vinho Composto,2014.0,3000.0,
DERIVADOS,Pisco,2014.0,0.0,
DERIVADOS,Vinho orgânico,2014.0,0.0,
DERIVADOS,Espumante orgânico,2014.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2014.0,0.0,
DERIVADOS,Vinho acidificado,2014.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2014.0,0.0,
DERIVADOS,Outros derivados,2014.0,0.0,
VINHO DE MESA,VINHO DE MESA,2015.0,210308560.0,209198468.0
VINHO DE MESA,Tinto,2015.0,169811472.0,182028785.0
VINHO DE MESA,Branco,2015.0,39557250.0,25760681.0
VINHO DE MESA,Rosado,2015.0,939838.0,1409002.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2015.0,37148982.0,
VINHO FINO DE MESA,Tinto,2015.0,16745896.0,
VINHO FINO DE MESA,Branco,2015.0,19561966.0,
VINHO FINO DE MESA,Rosado,2015.0,841120.0,
SUCO,SUCO,2015.0,87894468.0,
SUCO,Suco de uva integral,2015.0,52233155.0,
SUCO,Suco de uva concentrado,2015.0,35661313.0,
SUCO,Suco de uva adoçado,2015.0,0.0,
SUCO,Suco de uva orgânico,2015.0,0.0,
SUCO,Suco de uva reconstituído,2015.0,0.0,
DERIVADOS,DERIVADOS,2015.0,107349704.0,
DERIVADOS,Espumante,2015.0,23750.0,
DERIVADOS,Espumante moscatel,2015.0,110100.0,
DERIVADOS,Base espumante,2015.0,0.0,
DERIVADOS,Base espumante moscatel,2015.0,1607727.0,
DERIVADOS,Base Champenoise champanha,2015.0,605001.0,
DERIVADOS,Base Charmat champanha,2015.0,1466259.0,
DERIVADOS,Bebida de uva,2015.0,922.0,
DERIVADOS,Polpa de uva,2015.0,2371140.0,
DERIVADOS,Mosto simples,2015.0,100911592.0,
DERIVADOS,Mosto concentrado,2015.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2015.0,0.0,
DERIVADOS,Mosto dessulfitado,2015.0,0.0,
DERIVADOS,Mistelas,2015.0,0.0,
DERIVADOS,Néctar de uva,2015.0,1000.0,
DERIVADOS,Licorosos,2015.0,0.0,
DERIVADOS,Compostos,2015.0,0.0,
DERIVADOS,Jeropiga,2015.0,0.0,
DERIVADOS,Filtrado,2015.0,0.0,
DERIVADOS,Frisante,2015.0,0.0,
DERIVADOS,Vinho leve,2015.0,0.0,
DERIVADOS,Vinho licoroso,2015.0,56000.0,
DERIVADOS,Brandy,2015.0,0.0,
DERIVADOS,Destilado,2015.0,0.0,
DERIVADOS,Bagaceira,2015.0,1350.0,
DERIVADOS,Licor de bagaceira,2015.0,0.0,
DERIVADOS,Vinagre,2015.0,25800.0,
DERIVADOS,Borra líquida,2015.0,48833.0,
DERIVADOS,Borra seca,2015.0,120230.0,
DERIVADOS,Vinho Composto,2015.0,0.0,
DERIVADOS,Pisco,2015.0,0.0,
DERIVADOS,Vinho orgânico,2015.0,0.0,
DERIVADOS,Espumante orgânico,2015.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2015.0,0.0,
DERIVADOS,Vinho acidificado,2015.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2015.0,0.0,
DERIVADOS,Outros derivados,2015.0,0.0,
VINHO DE MESA,VINHO DE MESA,2016.0,86319015.0,166769622.0
VINHO DE MESA,Tinto,2016.0,75279191.0,146646365.0
VINHO DE MESA,Branco,2016.0,10727099.0,18731315.0
VINHO DE MESA,Rosado,2016.0,312725.0,1391942.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2016.0,18070626.0,
VINHO FINO DE MESA,Tinto,2016.0,8774847.0,
VINHO FINO DE MESA,Branco,2016.0,8705066.0,
VINHO FINO DE MESA,Rosado,2016.0,590713.0,
SUCO,SUCO,2016.0,42210389.0,
SUCO,Suco de uva integral,2016.0,31117869.0,
SUCO,Suco de uva concentrado,2016.0,11092520.0,
SUCO,Suco de uva adoçado,2016.0,0.0,
SUCO,Suco de uva orgânico,2016.0,0.0,
SUCO,Suco de uva reconstituído,2016.0,0.0,
DERIVADOS,DERIVADOS,2016.0,53950314.0,
DERIVADOS,Espumante,2016.0,1500.0,
DERIVADOS,Espumante moscatel,2016.0,100000.0,
DERIVADOS,Base espumante,2016.0,0.0,
DERIVADOS,Base espumante moscatel,2016.0,1325700.0,
DERIVADOS,Base Champenoise champanha,2016.0,740395.0,
DERIVADOS,Base Charmat champanha,2016.0,250280.0,
DERIVADOS,Bebida de uva,2016.0,3474.0,
DERIVADOS,Polpa de uva,2016.0,1620430.0,
DERIVADOS,Mosto simples,2016.0,49770993.0,
DERIVADOS,Mosto concentrado,2016.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2016.0,0.0,
DERIVADOS,Mosto dessulfitado,2016.0,0.0,
DERIVADOS,Mistelas,2016.0,0.0,
DERIVADOS,Néctar de uva,2016.0,0.0,
DERIVADOS,Licorosos,2016.0,0.0,
DERIVADOS,Compostos,2016.0,0.0,
DERIVADOS,Jeropiga,2016.0,0.0,
DERIVADOS,Filtrado,2016.0,0.0,
DERIVADOS,Frisante,2016.0,0.0,
DERIVADOS,Vinho leve,2016.0,0.0,
DERIVADOS,Vinho licoroso,2016.0,24200.0,
DERIVADOS,Brandy,2016.0,0.0,
DERIVADOS,Destilado,2016.0,0.0,
DERIVADOS,Bagaceira,2016.0,1000.0,
DERIVADOS,Licor de bagaceira,2016.0,0.0,
DERIVADOS,Vinagre,2016.0,5000.0,
DERIVADOS,Borra líquida,2016.0,24975.0,
DERIVADOS,Borra seca,2016.0,82367.0,
DERIVADOS,Vinho Composto,2016.0,0.0,
DERIVADOS,Pisco,2016.0,0.0,
DERIVADOS,Vinho orgânico,2016.0,0.0,
DERIVADOS,Espumante orgânico,2016.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2016.0,0.0,
DERIVADOS,Vinho acidificado,2016.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2016.0,0.0,
DERIVADOS,Outros derivados,2016.0,0.0,
VINHO DE MESA,VINHO DE MESA,2017.0,255015187.0,176059959.0
VINHO DE MESA,Tinto,2017.0,1365957.0,154309442.0
VINHO DE MESA,Branco,2017.0,217527985.0,20653091.0
VINHO DE MESA,Rosado,2017.0,36121245.0,1097426.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2017.0,44537870.0,
VINHO FINO DE MESA,Tinto,2017.0,21442212.0,
VINHO FINO DE MESA,Branco,2017.0,21928400.0,
VINHO FINO DE MESA,Rosado,2017.0,1167258.0,
SUCO,SUCO,2017.0,77161971.0,
SUCO,Suco de uva integral,2017.0,46865626.0,
SUCO,Suco de uva concentrado,2017.0,30059271.0,
SUCO,Suco de uva adoçado,2017.0,177774.0,
SUCO,Suco de uva orgânico,2017.0,0.0,
SUCO,Suco de uva reconstituído,2017.0,59300.0,
DERIVADOS,DERIVADOS,2017.0,109116761.0,
DERIVADOS,Espumante,2017.0,11280.0,
DERIVADOS,Espumante moscatel,2017.0,152375.0,
DERIVADOS,Base espumante,2017.0,0.0,
DERIVADOS,Base espumante moscatel,2017.0,1965629.0,
DERIVADOS,Base Champenoise champanha,2017.0,1552403.0,
DERIVADOS,Base Charmat champanha,2017.0,893364.0,
DERIVADOS,Bebida de uva,2017.0,0.0,
DERIVADOS,Polpa de uva,2017.0,2507125.0,
DERIVADOS,Mosto simples,2017.0,101010116.0,
DERIVADOS,Mosto concentrado,2017.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2017.0,772110.0,
DERIVADOS,Mosto dessulfitado,2017.0,0.0,
DERIVADOS,Mistelas,2017.0,1500.0,
DERIVADOS,Néctar de uva,2017.0,3000.0,
DERIVADOS,Licorosos,2017.0,110820.0,
DERIVADOS,Compostos,2017.0,0.0,
DERIVADOS,Jeropiga,2017.0,0.0,
DERIVADOS,Filtrado,2017.0,0.0,
DERIVADOS,Frisante,2017.0,0.0,
DERIVADOS,Vinho leve,2017.0,0.0,
DERIVADOS,Vinho licoroso,2017.0,110820.0,
DERIVADOS,Brandy,2017.0,0.0,
DERIVADOS,Destilado,2017.0,0.0,
DERIVADOS,Bagaceira,2017.0,900.0,
DERIVADOS,Licor de bagaceira,2017.0,0.0,
DERIVADOS,Vinagre,2017.0,25319.0,
DERIVADOS,Borra líquida,2017.0,0.0,
DERIVADOS,Borra seca,2017.0,0.0,
DERIVADOS,Vinho Composto,2017.0,0.0,
DERIVADOS,Pisco,2017.0,0.0,
DERIVADOS,Vinho orgânico,2017.0,0.0,
DERIVADOS,Espumante orgânico,2017.0,0.0,
DERIVADOS,Destilado alcoólico simples de bagaceira,2017.0,0.0,
DERIVADOS,Vinho acidificado,2017.0,0.0,
DERIVADOS,Mosto parcialmente fermentado,2017.0,0.0,
DERIVADOS,Outros derivados,2017.0,0.0,
VINHO DE MESA,VINHO DE MESA,2018.0,218375636.0,177186273.0
VINHO DE MESA,Tinto,2018.0,188270142.0,155115499.0
VINHO DE MESA,Branco,2018.0,29229970.0,20097830.0
VINHO DE MESA,Rosado,2018.0,875524.0,1972944.0
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2018.0,38707220.0,
VINHO FINO DE MESA,Tinto,2018.0,19118254.0,
VINHO FINO DE MESA,Branco,2018.0,18297257.0,
VINHO FINO DE MESA,Rosado,2018.0,1291709.0,
SUCO,SUCO,2018.0,65467906.0,
SUCO,Suco de uva integral,2018.0,34367996.0,
SUCO,Suco de uva concentrado,2018.0,31099910.0,
SUCO,Suco de uva adoçado,2018.0,0.0,
SUCO,Suco de uva orgânico,2018.0,0.0,
SUCO,Suco de uva reconstituído,2018.0,0.0,
DERIVADOS,DERIVADOS,2018.0,95202101.0,
DERIVADOS,Espumante,2018.0,68500.0,
DERIVADOS,Espumante moscatel,2018.0,326200.0,
DERIVADOS,Base espumante,2018.0,0.0,
DERIVADOS,Base espumante moscatel,2018.0,1320650.0,
DERIVADOS,Base Champenoise champanha,2018.0,228518.0,
DERIVADOS,Base Charmat champanha,2018.0,1746540.0,
DERIVADOS,Bebida de uva,2018.0,0.0,
DERIVADOS,Polpa de uva,2018.0,2112683.0,
DERIVADOS,Mosto simples,2018.0,88910980.0,
DERIVADOS,Mosto concentrado,2018.0,0.0,
DERIVADOS,Mosto de uva com bagaço,2018.0,0.0,
DERIVADOS,Mosto dessulfitado,2018.0,0.0,
DERIVADOS,Mistelas,2018.0,2000.0,
DERIVADOS,Néctar de uva,2018.0,0.0,
DERIVADOS,Licorosos,2018.0,0.0,
DERIVADOS,Compostos,2018.0,0.0,
DERIVADOS,Jeropiga,2018.0,0.0,
DERIVADOS,Filtrado,2018.0,0.0,
DERIVADOS,Frisante,2018.0,0.0,
DERIVADOS,Vinho leve,2018.0,8000.0,
DERIVADOS,Vinho licoroso,2018.0,124303.0,
DERIVADOS,Brandy,2018.0,0.0,
DERIVADOS,Destilado,2018.0,680.0,
DERIVADOS,Bagaceira,2018.0,2100.0,
DERIVADOS,Licor de bagaceira,2018.0,0.0,
DERIVADOS,Vinagre,2018.0,25367.0,
DERIVADOS,Borra líquida,2018.0,255100.0,
DERIVADOS,Borra seca,2018.0,70480.0,
DERIVADOS,Vinho Composto,2018.0,0.0,
DERIVADOS,Pisco,2018.0,0.0,
DERIVADOS,Vinho orgânico,2018.0,0.0,
DERIVADOS,Espumante orgânico,2018.0,0.0,
